Marca,Producto,Precio_COP,Calificacion,Tienda
LENOVO,Portatil Legion 5 15AHP10 AMD Ryzen 7AI 260 SSD 1TB DDR5 16GB 15 WQXGA OLED Video 8GB RTX5060,,,Falabella
LENOVO,"PORTATIL LEGION 5 RYZEN 7 260 + RTX 5060 8GB + 16"" WUXGA 165HZ - RAM 32GB DDR5 - 512GB M.2",,,Falabella
HP,"PortÃ¡til Victus 15-Fb3020La Amd Ryzen7 7445H 6Cores/16Gb/ 512Gb Ssd/Rtx3050/Fhd 15.6""/Plata Mica Win11 2.29Kg",,,Falabella
HP,PortÃ¡til 15-Fc0372 La Amd Ryzen7 7730U 8Cores I 16Gb I 512Gb Ssd/Fhd 15.6 I Plateado Natural Win 11 1.59 Kg,,,Falabella
ASUS,PortÃ¡til Zenbook S 16 |AMD Ryzen AI 7 | LPDDR5X 32GB| 1 TB SSD de almacenamiento | Windows 11 |16 Pulgadas |UM5606GA-SR079W | Computador portÃ¡til,,,Falabella
HP,"PortÃ¡til AI 15-Fd2351La Intel Core Ultra 5 225U 12Cores/8Gb/ 512Gb Ssd/Fhd 15.6""/Touch Plateado Natural Win11 1.65Kg",,,Falabella
ASUS,PortÃ¡til Zenbook 14 |Intel Core Ultra 7 | 16GB LPDDR5X| 1 TB SSD de almacenamiento | Windows 11 |14 Pulgadas | UX3405CA-PZ332W| Computador portÃ¡til,,,Falabella
ASUS,PortÃ¡til TUF Gaming F16 | Intel Core 5 | GeForce RTX 3050 |DDR5 16GB| 512 GB SSD de almacenamiento | Windows 11 |16 Pulgadas |FX607VJB-RL143W | Computador portÃ¡til Gamer,,,Falabella
HP,"PortÃ¡til Omnibook AI 16-Ag1074La Amd Ryzen AI 7 350 8Cores/24Gb/ 512Gb Ssd/2K 16""/Touch Plata Glaciar Win11 1.79Kg",,,Falabella
ASUS,PortÃ¡til Zenbook S 16 |AMD Ryzen AI 7 | 24GB LPDDR5X| 1 TB SSD de almacenamiento | Windows 11 |16 Pulgadas |UM5606KA-RJ032W | Computador portÃ¡til,,,Falabella
ASUS,PortÃ¡til Vivobook Go 15 | Ryzen 5 | LPDDR5 8GB| 1TB SSD de almacenamiento | Windows 11 |15.6 Pulgadas |E1504FA-BQ2600W | Computador portÃ¡til,,,Falabella
ASUS,PortÃ¡til ProArt P16 | AMD Ryzen AI 9| LPDDR5 32GB| 1 TB SSD de almacenamiento | Windows 11 |16 Pulgadas |H7606WP-RJ183W | Computador portÃ¡til,,,Falabella
LENOVO,"PORTATILE LEGION INTEL CORE I7-14700HX RTX 5060 8GB SSD 512GB RAM 16GB 15.1"" OLED WQXGA",,,Falabella
HP,Portatil Omen 16 Intel Core Ultra 7-255H RAM 16GB SSD 1TB RTX 5060 8GB,,,Falabella
ASUS,"ROG ZEPHYRUS INTEL ULTRA 9-185H RTX 4070 8GB SSD 1TB RAM 32GB OLED 16"" 240Hz",,,Falabella
LENOVO,PortÃ¡til Yoga 7 2en1 AMD Ryzen AI 5 16GB 512GB Copilot + PC,,,Falabella
ASUS,Computador Portatil Gamer Tuf F16 Intel Core I7 14650hx 48/1tb Rtx 5070 8gb 165hz Fhd Win 11 H,,,Falabella
ASUS,"Portatil Expertbook B1403CVA Intel Core I3 1315U, 512GB SSD 2280 P4, 8GB DDR5, 14"" FHD",,,Falabella
HP,"PORTATIL VICTUS AMD RYZEN 7 7445HS + Monitor 22"" 100Hz - RTX 3050 6GB - RAM 16GB - 512GB",,,Falabella
ASUS,"PORTATIL TUF INTEL CORE 5-210H RTX 3050 6GB SSD 1TB RAM 64GB 16"" WUXGA 144HZ",,,Falabella
HP,PortÃ¡til 245 G10 Ryzen 3 7330U RAM 8GB 512GB SSD 14 Pulgadas,,,Falabella
HP,"Laptop 255 G10, 32GB RAM, 1TB SSD, Ryzen 3 7330U",,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 32GB SSD 512GB RTX 5060 8GB 15,6"" FHD 144Hz",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 5 Intel I9 14900HX 24GB DDR5 1TB SSD M.2 RTX 5070 8GB - 15.1"" OLED 165Hz",,,Falabella
ASUS,"PortÃ¡til Vivobook X1504VA i3-1315U RAM 8GB 1TB SSD 15,6 Pulgadas",,,Falabella
LENOVO,PortÃ¡til Gaming LOQ G10 Intel Core i7 NVIDIA GeForceRTX 5060,,,Falabella
HP,PortÃ¡til / Intel Core i5-1235U / 12 GB RAM DDR4 / 512 GB SSD / 15.6â³ FHD/obsequio teclado y mouse,,,Falabella
HP,PORTATIL FC0279LA AMD RYZEN 7-7730U 16GB RAM 1TB SSD 15 FHD,,,Falabella
HP,"PORTATIL AMD RYZEN 7 7730U 16GB RAM 2TB SSD PANTALLA 15,6"" FHD",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 5 Intel I9 14900HX 16GB DDR5 2TB SSD M.2 RTX 5070 8GB - 15.1"" OLED 165Hz",,,Falabella
LENOVO,PortÃ¡til ThinkPad T16 G4 Core Ultra 7 24GB 512GB + AI,,,Falabella
LENOVO,PORTATIL V14 G4 IRU INTEL CORE I3-1315U 8GB RAM 1TB SSD 14 FHD + MOUSE INALAMBRICO,,,Falabella
LENOVO,"AMD RYZEN 7 4800H SSD 2TB RAM 24GB GTX 1650 4GB LED 15.6"" FHD",,,Falabella
LENOVO,PORTATIL GAMER LEGION5 15IRX10 - I9 14900HX - RAM 32GB - SSD 1TB - RTX 5070 8GB,,,Falabella
HP,PORTATIL GAMER VICTUS RYZEN 7-7445HS RTX 3050 32GB 512GB SSD FHD 15.6'' + BOLSO + GAME PASS,,,Falabella
ASUS,PortÃ¡til ExpertBook B1403CV Intel i5-13420H RAM 8GB 512GB SSD 14 Pulgadas,,,Falabella
LENOVO,PORTATIL 14IRH10 INTEL CORE I5-13420H 24GB RAM 1TB SSD 14 WUXGA + BOLSO,,,Falabella
LENOVO,"PortÃ¡til Gamer LegiÃ³n 5 - I7 14700HX ram 32GB SSD 2TB M.2 RTX 5060 8GB 15"" 2K OLED 165Hz",,,Falabella
ASUS,"M3607HA-RP111 - AMD RYZEN 9 270 - 16GB DDR5 - 512GB SSD - PANTALLA 16,0""-FREEDOS",,,Falabella
HP,"Computador PortÃ¡til Gamer Omen Amd Ryzen 9 8940HX 24/ 1 TB RTX 5060 8GB 16"" 2K 144HZ",,,Falabella
HP,"Computador PortÃ¡til Gamer Omen Amd Ryzen 9 8940HX 24/ 2 TB RTX 5060 8GB 16"" 2K 144HZ",,,Falabella
ASUS,PortÃ¡til Gamer TUF A16 AMD Ryzen 7 RAM 64GB SSD 4TB RTX 4050 6GB FHD 144 Hz,,,Falabella
ASUS,PortÃ¡til Gamer TUF AMD Ryzen 5 RAM 16GB SSD 8TB RTX 3050 4GB 144Hz ESPAÃOL,,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 64GB SSD 1TB RTX 5060 8GB 15,6"" FHD 144Hz",,,Falabella
ASUS,PORTATIL ROG STRIX G16 INTEL CORE ULTRA 9 275HX RAM 96GB SSD 1TB RTX 5070 8G,,,Falabella
LENOVO,PORTATIL V14 G4 IRU INTEL CORE I3-1315U 24GB RAM 2TB SSD 14 FHD + MOUSE INALAMBRICO,,,Falabella
HP,"PAVILION INTEL CORE I5-1235U SSD 1TB RAM 8GB LED 15,6 FULL HD",,,Falabella
HP,PORTÃTIL VICTUS/ AMD RYZEN 7 7445HS / RTX 3050 6GB / 16GB DDR5 / 2TB SSD / 15.6â+ FUNDA Y MOUSE,,,Falabella
HP,PORTATIL PORTATIL INTEL CI5 1235U RAM 24GB DDR4 SSD 2TB M2 156 - FHD,,,Falabella
HP,TODO EN UNO 22-DG0205LA INTEL N100 16GB 512GB SSD FHD 22â³ NEGRO,,,Falabella
LENOVO,PortÃ¡til LOQ Core i5 12450HX 16GB 512GB RTX 3050 FHD,,,Falabella
ASUS,Portatil X1502VA Intel Core I7 13620H 16GB DDR4 1TB PCIeG4 156 FHD,,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 32GB 1TB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 8GB 2TB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
HP,PORTATIL + DIADEMAS GAMER INTEL CI5 1235U RAM 16GB DDR4 SSD 2TB M2 156,,,Falabella
LENOVO,Consola Gaming Legion GoS Sistema Operativo SteamOs 16GB 1TB,,,Falabella
ASUS,PortÃ¡til Gamer TUF A16 FA607N / Ryzen 7 7445HS / RTX 4050 6GB / 16GB RAM / SSD 2TB / 16â³ WUXGA,,,Falabella
LENOVO,"AMD RYZEN 7 4800H SSD 2TB RAM 32GB GTX 1650 4GB LED 15.6"" FHD",,,Falabella
ASUS,PORTATIL GAMER TUF INTEL CORE I5 210-H RTX 3050 32GB RAM 2TB SSD FHD 144HZ,,,Falabella
HP,"PORTATIL-HP 250 G10 - INTEL CORE I5 1334U - 8GB DDR4 - 512GB SSD - PANTALLA 15,6"" HD",,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 8GB 1TB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 16GB 1TB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 24GB 1TB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
LENOVO,PORTATIL ThinkPad E14 Gen 6 Intel Core Ultra 5 125 /SSD 512GB/ RAM 16GB/ Pantalla 14,,,Falabella
HP,"PORTATIL OMEN AMD RYZEN 9 8940HX RTX 5060 8GB SSD 1TB RAM 32GB 16"" 2K 144HZ",,,Falabella
ASUS,Portatil B2402CBA - INTEL CORE I5 - SSD 512 GB - 8GB RAM DDR4 - PANTALLA 14 FHD - Notebook,,,Falabella
LENOVO,"Portatil LenovoLoq15irx10-IntelCoreI713700hx-16gbDdr5-512gb-Pantalla 15,6""Geforce Rtx 5050 8gb Gddr7",,,Falabella
LENOVO,Laptop LOQ 15AHP10 â Ryzen 7 250 â 24GB RAM â 512GB SSD â RTX 5050 â 15.6â FHD â Grey,,,Falabella
ASUS,PORTATIL X1504VA-BQ4375 INTEL CORE I3 1315U 8GB SSD1TB 15.6 FHD,,,Falabella
HP,"PortÃ¡til Omen Max 16 Ultra 7 255HX Ram 48GB SSD 1TB RTX 5080 16GB Pantalla 16"" 2k 165Hz",,,Falabella
HP,PortÃ¡til / Intel Core i5-1235U / 20 GB RAM DDR4 / 512 GB SSD / 15.6â³ FHD/obsequio teclado y mouse,,,Falabella
LENOVO,"PortÃ¡til Gamer LegiÃ³n 5 - I7 14700HX ram 24GB SSD 2TB M.2 RTX 5060 8GB 15"" 2K OLED 165Hz",,,Falabella
HP,"PortÃ¡til Amd Ryzen 3-7320u Disco 512gb Ram16gb 15,6pulgadas",,,Falabella
LENOVO,Portatil Legion 5 Ryzen 7 260 Ram 16gb Ssd 512gb Rtx 5060,,,Falabella
HP,PortÃ¡til OMNIBOOK 5 Intel Core i7 150U RAM 16GB SSD 256 GB Iris Xe 60Hz,,,Falabella
HP,PortÃ¡til OMNIBOOK 5 Intel Core i7 150U RAM 16GB SSD 2 TB Iris Xe 60Hz,,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 16GB 2TB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 24GB 2TB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 32GB 2TB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
LENOVO,"PORTATIL SLIM INTEL CORE I7 13620H SSD 512GB RAM 16GB DDR5 15,3 WUXGA",,,Falabella
LENOVO,PortÃ¡til Intel Core I7 13620H 512GB SSD 8GB RAM 15 WUXGA,,,Falabella
HP,"VICTUS INTEL CORE I5-13500H RTX 4050 6GB SSD 1TB RAM 32GB LED 15,6"" FHD 144Hz",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 5 Intel I9 14900HX 64GB DDR5 1TB SSD M.2 RTX 5070 8GB - 15.1"" OLED 165Hz",,,Falabella
ASUS,"PORTATIL ZENBOOK Snapdragon X X1 26 100 / RAM 32GB LPDDR5X / SSD M.2 1TB/ WIN11 HOME/ 14""",,,Falabella
HP,"PORTATIL G10 AMD RYZEN 7 7735U SSD 1TB RAM 16GB 15,6 FHD",,,Falabella
ASUS,"ROG ZEPHYRUS INTEL CORE I7-13620H RTX 4070 8GB SSD 2TB RAM 16GB LED 16"" FHD 165Hz",,,Falabella
LENOVO,PortÃ¡til Gamer Core i7 13700HX 32GB 1TB RTX 5050 Win,,,Falabella
HP,"Computador PortÃ¡til Gamer Omen Amd Ryzen 9 8940HX 64/ 1 TB RTX 5060 8GB 16"" 2K 144HZ",,,Falabella
HP,"PORTATIL 15 - RYZEN 7 7730U - 15.6"" FHD - RAM 32GB DDR4 3200MHZ - 512GB M.2 - CHAMPAGNE SILVER",,,Falabella
HP,"Computador PortÃ¡til Gamer Omen Amd Ryzen 9 8940HX 48/ 4 TB RTX 5060 8GB 16"" 2K 144HZ",,,Falabella
HP,"PORTATIL 15 - RYZEN 7 7730U - 15.6"" FHD - RAM 32GB DDR4 3200MHZ - 1TB M.2 - CHAMPAGNE SILVER",,,Falabella
LENOVO,"Portatil V14 G14 Ryzen 5-7520U 16GB 512GB SSD 14"" FHD",,,Falabella
HP,PortÃ¡til 14-em0007la AMD R3-7320U RAM 8GB 512GB SSD Silver,,,Falabella
HP,"PORTATIL INTEL CORE I7-1355U SSD 512GB RAM 12GB LED 15,6 FULL HD",,,Falabella
LENOVO,PORTATIL GAMER LEGION 5 16IAX10	 ULTRA 9 275HX - RAM 32GB - SSD 2TB - RTX 5060 8GB,,,Falabella
LENOVO,PORTATIL THINKPAD E14 INTEL CORE ULTRA 7 255H/ RAM 16GB DDR5/ 512GB M.2/ WIN11 PRO,,,Falabella
HP,TODO EN UNO 22-DG0205LA INTEL N100 8GB 512GB SSD FHD 22â³ NEGRO,,,Falabella
HP,"VICTUS AMD RYZEN 7 7445HS RTX 4050 6GB SSD 2TB RAM 16GB LED 15,6"" FHD 144Hz",,,Falabella
ASUS,PORTATIL GAMER TUF INTEL CORE I5 210-H RTX 3050 8GB RAM 2TB SSD FHD 144HZ,,,Falabella
ASUS,PORTATIL GAMER TUF INTEL CORE I5 210-H RTX 3050 16GB RAM 2TB SSD FHD 144HZ,,,Falabella
HP,"PORTATIL GAMER VICTUS RYZEN 7 7445HS- 15.6"" 144HZ IPS FHD - RTX 3050 - RAM 32GB DDR5 SSD 2TB M.2",,,Falabella
LENOVO,PORTATIL THINKPAD E14 INTEL CORE ULTRA 5 255H/ RAM 24GB DDR5/ 1TB M.2/ WIN11 PRO,,,Falabella
ASUS,PORTATIL VIVOBOOK INTEL CORE I3-1315U SSD 2TB RAM 12GB 15.6 FULL HD,,,Falabella
ASUS,PortÃ¡til ROG FLOW AMD AI MAX+395 Ram 32GB Ssd 1TB Windows 11 AMD XDNAâ¢,,,Falabella
ASUS,Portatil Expertbook B1403CVA-S66359 Intel Core i3 1315U Ddr4 8GB Ssd 512GB 14 Fhd,,,Falabella
ASUS,PORTATIL ROG ZEPHYRUS CORE ULTRA 9 185H RAM 32GB DDR5 SSD 1TB M.2 RTX 4070 8GB,,,Falabella
HP,PortÃ¡til Gamer Victus AMD Ryzen 7 48GB/2TB RTX 4050 6GB,,,Falabella
HP,Portatil 15-fd1252la Core Ultra 5 125H 8GB 512GB FHD 15.6,,,Falabella
LENOVO,"Portatil Gaming LOQ - Ryzen 7 7435HS, 24GB Windows 11",,,Falabella
HP,"VICTUS AMD RYZEN 7-8845HS RTX 4070 8GB SSD 1TB RAM 24GB LED 16"" FHD 144Hz",,,Falabella
LENOVO,PORTATIL GAMER LEGION5 15IRX10 - I9 14900HX - RAM 32GB - SSD 2TB - RTX 5070 8GB,,,Falabella
HP,PORTATIL 15 EF2517LA R5-5500U,,,Falabella
ASUS,PortÃ¡til Zenbook OLED - AMD RYZEN 7 8840 H -TERA SSD - RAM 16 GB DDR5 - PANTALLA 14â âNEGRO,,,Falabella
LENOVO,PORTATIL THINKBOOK INTEL CORE 5 210H RAM 24GB DDR5/SSD 1TB M.2/WIN 11 PRO,,,Falabella
HP,"Portatil ProBook 4 G1i 14 Intel Core Ultra 7 255U SSD 512GB DDR5 16GB 14"" WUXGA Win 11 Pro Silver",,,Falabella
HP,PORTATIL LAPTOP INTEL CORE I5 11VA GENERACION 8GB DE RAM 256GB DE SSD 13 HUELLA PLATEADO,,,Falabella
ASUS,"PORTATIL TUF INTEL CORE 5-210H RTX 3050 6GB SSD 2TB RAM 16GB 16"" WUXGA 144HZ",,,Falabella
ASUS,PORTATIL ROG STRIX G16 INTEL CORE ULTRA 9 275HX RAM 64GB SSD 2TB RTX 5070 8G,,,Falabella
ASUS,PortÃ¡til Gamer TUF AMD Ryzen 9 270 RAM 16GB SSD 512GB RTX 5070 8GB 165Hz,,,Falabella
LENOVO,PortÃ¡til V14 G4 Intel Core I3 1315u Ram 8gb Ssd 1Tb 14 fhd,,,Falabella
HP,PORTATIL 250 G10 INTEL CORE I5 1334U / RAM 8GB DDR4 / SSD 512GB / 15.6 HD,,,Falabella
HP,PORTATIL 250 G10 INTEL CORE I5 1334U / RAM 24GB DDR4 / SSD 512GB / 15.6 HD,,,Falabella
HP,"PortÃ¡til 245 G10 14"" Ryzen R5-7530U 8Gb 512SSD",,,Falabella
ASUS,PORTATIL VIVOBOOK AMD RYZEN 9 270 RAM 16GB DDR5/SSD 512GB M.2/16Â¨ + LICENCIA,,,Falabella
LENOVO,"PORTATIL V15 INTEL CORE I5-13420H SSD 512GB RAM 40GB LED 15,6",,,Falabella
LENOVO,PortÃ¡til Gaming LOQ Ryzen 7 1 TB GeForce RTX 5060,,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 16GB SSD 1TB RTX 5050 8GB 15,6"" FHD 144Hz",,,Falabella
ASUS,PortÃ¡til Gamer TUF A16 AMD Ryzen 7 RAM 24GB SSD 4TB RTX 4050 6GB FHD 144 Hz,,,Falabella
HP,PortÃ¡til Gamer Victus AMD Ryzen 7 48GB/4TB RTX 4050 6GB,,,Falabella
ASUS,PortÃ¡til Gamer TUF AMD Ryzen 5 RAM 8GB SSD 8TB RTX 3050 4GB 144Hz ESPAÃOL,,,Falabella
LENOVO,"PortÃ¡til AMD Ryzen 5 6600H RTX 3050 16GB RAM 2TB SSD 15.6"" FHD",,,Falabella
LENOVO,"PortÃ¡til Gamer LOQ 15IRX9 RTX 4060 8 GB, Core i5 13450hx 64/1 TB SSD- Win 11 15,6",,,Falabella
LENOVO,PORTATIL THINKPAD P16 ULTRA 7 155H RAM 16GB SSD 1TB WIN11 PRO RTX 500,,,Falabella
ASUS,PORTATIL X1504 INTEL CORE 5 120U RAM 12GB DDR4/ SSD 512GB M.2/ 15.6 / WIN11 HOME,,,Falabella
LENOVO,"PORTATIL THINKPAD T14 GEN 3 CORE I7 1270P 48/512 14 "" WIN 11 PRO.",,,Falabella
LENOVO,PORTATIL V14 G4 IRU INTEL CORE I3-1315U 8GB RAM 2TB SSD 14 FHD + MOUSE INALAMBRICO,,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 16GB SSD 2TB RTX 5050 8GB 15,6"" FHD 144Hz",,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 24GB SSD 2TB RTX 5050 8GB 15,6"" FHD 144Hz",,,Falabella
HP,"Portatil-Hp 240 G10 - Intel Core I5 1334u - 8gb Ddr4 - 512gb Ssd - Pantalla 14"" FHD",,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 48GB SSD 2TB RTX 5050 8GB 15,6"" FHD 144Hz",,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 64GB SSD 2TB RTX 5050 8GB 15,6"" FHD 144Hz",,,Falabella
HP,PORTÃTIL RYZEN 7 7730U / 16GB RAM / SSD 1TB M.2 / 15.6â FULL HD,,,Falabella
HP,PortÃ¡til Gamer Victus AMD Ryzen 7 24GB/4TB RTX 4050 6GB,,,Falabella
ASUS,"PortÃ¡til Tuf A15 - Ams Ryz 5 7535hs - 16gb - M.2512gb - RTX3050 4gb - 15,6â³ Fhd",,,Falabella
HP,"PORTATIL 15 - RYZEN 7 7730U - 15.6"" FHD - RAM 16GB DDR4 3200MHZ - 2TB M.2 - CHAMPAGNE SILVER",,,Falabella
HP,PortÃ¡til / Intel Core i5-1235U / 8 GB RAM DDR4 / 512 GB SSD / 15.6â³ FHD / teclado y mouse,,,Falabella
HP,PORTATIL 15 Intel Core Ultra 5-125H RAM 8GB SSD 512GB FHD 15.6 WIN11 HOME,,,Falabella
HP,PORTÃTIL VICTUS / AMD RYZEN 7 7445HS / RTX 3050 6GB / 16GB / 512GB SSD / 15.6â FHD+DIADEMAS RAZER,,,Falabella
HP,"PortÃ¡til PROBOOK 440 -G11 INTEL ULTRA 5 125U /RAM 16GB/512GB SSD / 14"" /W11P",,,Falabella
HP,"PAVILION INTEL CORE I5-1235U SSD 2TB RAM 8GB LED 15,6 FULL HD",,,Falabella
LENOVO,"PortÃ¡til Gamer LOQ 15IRX9 RTX 4060 8 GB, Core i5 13450hx 64/2 TB SSD- Win 11 15,6 144Hz,Gamer.",,,Falabella
HP,PORTATIL 250 G10 INTEL CORE I5 1334U / RAM 32GB DDR4 / SSD 1TB / 15.6 HD,,,Falabella
ASUS,PortÃ¡til Gamer TUF A16 AMD Ryzen 7 RAM 64GB SSD 2TB RTX 4050 6GB FHD 144 Hz,,,Falabella
ASUS,PortÃ¡til Gamer TUF AMD Ryzen 9 270 RAM 48GB SSD 4TB RTX 5070 8GB 165Hz,,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 16GB 512GB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
ASUS,PortÃ¡til Gamer TUF AMD Ryzen 9 270 RAM 40GB SSD 2TB RTX 5070 8GB 165Hz,,,Falabella
HP,PortÃ¡til / Intel Core i5-1235U / 8 GB RAM DDR4 / 1TB SSD / 15.6â³ FHD / teclado y mouse,,,Falabella
LENOVO,PortÃ¡til Ideapad Slim 3 G10 14 Intel Core i7 16GB,,,Falabella
HP,PORTÃTIL 15-FD0158LA INTEL I5 1235U 24GB 512GB SSD 15.6 PLATEADO + BOLSO OBSEQUIO,,,Falabella
HP,"PortÃ¡til Gaming OMEN League of Legends Ed 16"" 2K Core i7 14650HX - 32GB - RTX 5060 - SSD 2TB",,,Falabella
ASUS,PortÃ¡til FA607NUG-RL117 Ryzen 7-7445Hs Ram 16GB Ssd 512GB RTX 4050,,,Falabella
ASUS,PortÃ¡til Gamer TUF AMD Ryzen 9 270 RAM 64GB SSD 512GB RTX 5070 8GB 165Hz,,,Falabella
ASUS,"TUF INTEL CORE I5-12500H RTX 3050 4GB SSD 1TB RAM 8GB LED 15,6 FHD 144Hz",,,Falabella
HP,PortÃ¡til Gamer Victus AMD Ryzen 7 32GB/2TB RTX 4050 6GB,,,Falabella
ASUS,PortÃ¡til Gamer TUF AMD Ryzen 5 RAM 32GB SSD 8TB RTX 3050 4GB 144Hz ESPAÃOL,,,Falabella
HP,"PortÃ¡til Gaming OMEN League of Legends Ed 16"" 2K Core i7 14650HX - 64GB - RTX 5060 - SSD 2TB",,,Falabella
HP,PortÃ¡til 15-fc0028l FHD AMD R5-7520U RAM 8BG 1TB SSD Silver,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 16GB SSD 4TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 16GB SSD 2TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 16GB SSD 512GB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 16GB SSD 1TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 16GB SSD 8TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 12GB SSD 1TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 12GB SSD 4TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 12GB SSD 8TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 12GB SSD 2TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 24GB SSD 512GB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 24GB SSD 4TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 24GB SSD 2TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 24GB SSD 8TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 24GB SSD 1TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 32GB SSD 4TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 32GB SSD 512GB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 32GB SSD 8TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 32GB SSD 2TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 32GB SSD 1TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 40GB SSD 8TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 40GB SSD 512GB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 48GB SSD 8TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 40GB SSD 2TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 40GB SSD 4TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 48GB SSD 4TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 48GB SSD 2TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 48GB SSD 1TB,,,Falabella
ASUS,PortÃ¡til Gamer F16 Intel Core 5 210H RTX 3050 6GB RAM 40GB SSD 1TB,,,Falabella
ASUS,PORTATIL GAMER TUF FX607VJ - CORE 5 210H - RAM 24GB - SSD 512GB - RTX 3050 6GB,,,Falabella
ASUS,PORTATIL GAMER TUF FX607VJ - CORE 5 210H - RAM 32GB - SSD 1TB - RTX 3050 6GB,,,Falabella
ASUS,Computador Portatil Gamer Tuf F16 Intel Core I7 14650hx 32/1tb Rtx 5070 8gb 165hz Fhd Win 11 H,,,Falabella
